ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Reviewer,Review
29-127,19/04/23 00:06:29,https://twitter.com/yamgishi/status/835476260851605505,29,"Libiran, Kyle David",AQNO,Allegations Surrounding the Aquinos,Aquino Corrupt,@yamgishi,れだ 山岸,私は 優しいです あなたには優しいですか？,Identified,10/14,4992,3016,,"@Ceresnazareno
 
@virgillopez
! Si Panot Aquino, Mar Roxas, Trillanes and all LP Yellowtards because they are all Corrupt! #UnitedDDS",,"Text, Reply",25/02/17 21:07,,Emotional,6,0,5,,,,"There were no solid evidences given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. Also, there were no news about Cory being corrupt therefore the allegations against her are false. Also, there were a lot of achievements during the time of the Aquinos like high economy, low inflation, infrastructures and more shown in the link below.

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

Aquino Achievements
[https://newsinfo.inquirer.net/1450807/noynoy-aquinos-rule-numbers-tell-part-of-the-story]","- No Location
- Marked as identified because the display picture looks like the user and there were tweets addressed to family and friends",,
29-128,19/04/23 00:14:43,https://twitter.com/coffeejellyace9/status/840110133514395649,29,"Libiran, Kyle David",AQNO,Allegations Surrounding the Aquinos,Aquino Corrupt,@coffeejellyace9,✨yonha✨,✨✨2018 is my year ✨✨,Anonymous,03/16,570,950,"Davao City, Davao Region","#AyawSaDilaw the people that the Senate should be investigating are DE LIMA, TRILLANES and AQUINO! the corrupt ones and not Pres DUTERTE!!!",,Text,10/03/17 16:00,,"Rational, Emotional",6,0,7,,,,"There were no solid evidences given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. Also, there were no news about Cory being corrupt therefore the allegations against her are false. Also, there were a lot of achievements during the time of the Aquinos like high economy, low inflation, infrastructures and more shown in the link below.

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

Aquino Achievements
[https://newsinfo.inquirer.net/1450807/noynoy-aquinos-rule-numbers-tell-part-of-the-story]",,,
29-129,19/04/23 18:51:16,https://twitter.com/ALEHA38303332/status/864614820242276352,29,"Libiran, Kyle David",AQNO,Allegations Surrounding the Aquinos,Corrupt Aquino,@ALEHA38303332,ALEHA,,Anonymous,03/17,77,60,"Sun City, 
Las Vegas",I agree very walang nagawa sa bayan corrupt aquino administration,,"Text, Reply",17/05/17 06:53,,Rational,6,0,1,,,,"There were no solid evidences given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. Also, there were no news about Cory being corrupt therefore the allegations against her are false. Also, there were a lot of achievements during the time of the Aquinos like high economy, low inflation, infrastructures and more shown in the link below.

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

Aquino Achievements
[https://newsinfo.inquirer.net/1450807/noynoy-aquinos-rule-numbers-tell-part-of-the-story]",No Bio and believed to have a fake location,,
29-130,19/04/23 18:59:53,https://twitter.com/joshdieron/status/867014111741304832,29,"Libiran, Kyle David",AQNO,Allegations Surrounding the Aquinos,PNOY Corrupt,@joshdieron,JD,"A guy who's more sincere and serious now in life and more focus about his future,having an attitude to succeed and achieving his GOAL",Identified,04/09,253,153,New York USA,Si PNOY corrupt kaya galit kami k kris. Know your facts antanga mo tuta ng mga aquino!!,,"Text, Reply",23/05/17 21:47,,Emotional,2,0,0,1,,,"There were no solid evidences given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. Also, there were no news about Cory being corrupt therefore the allegations against her are false. Also, there were a lot of achievements during the time of the Aquinos like high economy, low inflation, infrastructures and more shown in the link below.

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

Aquino Achievements
[https://newsinfo.inquirer.net/1450807/noynoy-aquinos-rule-numbers-tell-part-of-the-story]",The post he replied to was deleted,,
29-131,19/04/23 19:07:06,https://twitter.com/gelidang/status/880815943177441280,29,"Libiran, Kyle David",AQNO,Allegations Surrounding the Aquinos,Aquino Corrupt,@gelidang,Gel Idang,,Identified,03/17,127,134,,Basta Aquino governmemt number 1 corrupt. #SaludoDuterte,,"Text, Reply",30/06/17 23:51,,Rational,1,0,0,,,,"There were no solid evidences given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. Also, there were no news about Cory being corrupt therefore the allegations against her are false. Also, there were a lot of achievements during the time of the Aquinos like high economy, low inflation, infrastructures and more shown in the link below.

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

Aquino Achievements
[https://newsinfo.inquirer.net/1450807/noynoy-aquinos-rule-numbers-tell-part-of-the-story]","-No Bio and Location
-Identified because the Name and the Photo may be her. However, there is no way to know for sure.",,
29-132,19/04/23 19:14:19,https://twitter.com/KuchingKing888/status/887907935862439942,29,"Libiran, Kyle David",AQNO,Allegations Surrounding the Aquinos,Aquino Corrupt,@KuchingKing888,NEKO Game Over 🙏,"🙏1983-2023🙏
My 23 years of fighting this illness is finally over 🙏
Sorry for everything wrong I did in the past 🙏
Good bye 👋",Anonymous,06/09,240,1658,San Miguel,the Minions from Despicable Me reminds me of Panot Aquino & Mar RoxASS who are the most incompetent and most corrupt politicians in the PH!,,Text,20/07/17 13:32,,Emotional,0,0,0,,,,"There were no solid evidences given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. Also, there were no news about Cory being corrupt therefore the allegations against her are false. Also, there were a lot of achievements during the time of the Aquinos like high economy, low inflation, infrastructures and more shown in the link below.

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

Aquino Achievements
[https://newsinfo.inquirer.net/1450807/noynoy-aquinos-rule-numbers-tell-part-of-the-story]",Anonymous since the identity of the owner cannot be traced,,
29-133,19/04/23 19:19:49,https://twitter.com/magenta_girl88/status/893464666185269252,29,"Libiran, Kyle David",AQNO,Allegations Surrounding the Aquinos,Aquino Corrupt,@magenta_girl88,magz,i love it when we're cruisin' together,Identified,09/16,248,248,,Dalawa sila...of totally equal Kapalpakan and kasinungalingan.... Cory and son Abnoynoy AQUINO. made the phils.so corrupt!!!,,"Text, Reply",04/08/17 21:32,,Emotional,0,0,0,,,,"There were no solid evidences given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. Also, there were no news about Cory being corrupt therefore the allegations against her are false. Also, there were a lot of achievements during the time of the Aquinos like high economy, low inflation, infrastructures and more shown in the link below.

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

Aquino Achievements
[https://newsinfo.inquirer.net/1450807/noynoy-aquinos-rule-numbers-tell-part-of-the-story]","- No Location
- Believed to be a personal account because of the posts and picture. However, there is no posted name.
- The account she replied to was suspended",,
29-134,19/04/23 19:26:50,https://twitter.com/tagpi1/status/895816732152971264,29,"Libiran, Kyle David",AQNO,Allegations Surrounding the Aquinos,Aquino Corrupt,@tagpi1,Lancie,,Anonymous,11/11,32,6,,Aquino administration was corrupt.,,"Text, Reply",11/08/17 09:18,,Rational,0,0,0,,,,"There were no solid evidences given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. Also, there were no news about Cory being corrupt therefore the allegations against her are false. Also, there were a lot of achievements during the time of the Aquinos like high economy, low inflation, infrastructures and more shown in the link below.

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

Aquino Achievements
[https://newsinfo.inquirer.net/1450807/noynoy-aquinos-rule-numbers-tell-part-of-the-story]",No Bio and Location,,
29-135,19/04/23 19:29:24,https://twitter.com/Hanako03116/status/902775988760793091,29,"Libiran, Kyle David",AQNO,Allegations Surrounding the Aquinos,Corrupt Aquino,@Hanako03116,Hanako,The only thing more annoying than a stupid person is that they don't even know they're stupid.,Anonymous,08/17,46,22,,"@bamaquino
 Wow big word! Coming from Corrupt good for nothing Aquino clan!",,"Text, Reply",30/08/17 14:12,,Emotional,0,0,0,,,,"There were no solid evidences given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. Also, there were no news about Cory being corrupt therefore the allegations against her are false. Also, there were a lot of achievements during the time of the Aquinos like high economy, low inflation, infrastructures and more shown in the link below.

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

Aquino Achievements
[https://newsinfo.inquirer.net/1450807/noynoy-aquinos-rule-numbers-tell-part-of-the-story]",No Location,,
29-136,19/04/23 19:33:20,https://twitter.com/purplyanne/status/910745836857917440,29,"Libiran, Kyle David",AQNO,Allegations Surrounding the Aquinos,Corrupt Aquino,@purplyanne,PURPLYANNE,,Anonymous,09/17,63,28,"Bangkok, Thailand",Nag protest tayo kay Marcos noon upang ibagsak ang corruption! Pero ang pumalit sa ipinaglaban natin ay more corrupt sa dekadang AQUINO!!!,,"Text, Reply",21/09/17 14:01,,"Emotional, Rational",0,0,0,,,,"There were no solid evidences given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. Also, there were no news about Cory being corrupt therefore the allegations against her are false. Also, there were a lot of achievements during the time of the Aquinos like high economy, low inflation, infrastructures and more shown in the link below.

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

Aquino Achievements
[https://newsinfo.inquirer.net/1450807/noynoy-aquinos-rule-numbers-tell-part-of-the-story]","-No Bio
-Anonymous since owner cannot be traced",,
29-137,19/04/23 19:33:20,https://twitter.com/heeseunqi_e/status/1522774278110060544,29,"Murillo, Joana Marie",AQNO,Allegations Surrounding the Aquinos,Aquino Corrupt,@heeseunqi_e,shie,"#Enhypen : our answer is you, let's walk together forever.",Anonymous,11/20,902,640,,"@AustriaCanada @bongbongmarcos FYI, SIR/MA'AM KUNG ANO KA MAN. WAG MO KAMING BILUGIN. ALAM NG LAHAT KUNG GAANO KA CORRUPT ANG MGA AQUINO",,"Text, Reply",07/05/22 03:04,,Rational,0,1,0,,,,"There were no evidences nor context given just pure opinion.
Although there were cases filed against Noynoy he was not charged guilty of any of them and some were dropped therefore he is not corrupt until proven which also means that the allegation is unproven. Also, there were a lot of achievements during the time of the Aquinos like high economy, low inflation, infrastructures and more shown in the link below.

Some cases filed against Noynoy but isn't proven yet:

[https://www.reuters.com/article/us-philippines-corruption-aquino-idUSKBN1JG155]

[https://www.cnnphilippines.com/news/2019/8/22/aquino-mamasapano-criminal-charges.html]

Aquino Achievements
[https://newsinfo.inquirer.net/1450807/noynoy-aquinos-rule-numbers-tell-part-of-the-story]",No location,,
